,name,last_commit,versions,extracted_version,import_counts,function_counts,n_python_file,n_notebook,include
1435,arthurmensch/modl,2020-06-16,"[{'file': 'requirements.txt', 'version': 'nilearn>=0.4\n', 'extracted_version': '0.4'}, {'file': 'setup.py', 'version': None, 'extracted_version': None}, {'file': 'modl/setup.py', 'version': None, 'extracted_version': None}, {'file': 'modl/plotting/setup.py', 'version': None, 'extracted_version': None}, {'file': 'modl/feature_extraction/setup.py', 'version': None, 'extracted_version': None}, {'file': 'modl/input_data/setup.py', 'version': None, 'extracted_version': None}, {'file': 'modl/decomposition/setup.py', 'version': None, 'extracted_version': None}, {'file': 'modl/utils/setup.py', 'version': None, 'extracted_version': None}, {'file': 'modl/datasets/setup.py', 'version': None, 'extracted_version': None}, {'file': 'modl/utils/math/setup.py', 'version': None, 'extracted_version': None}, {'file': 'modl/utils/randomkit/setup.py', 'version': None, 'extracted_version': None}]",0.4,"{'datasets': 4, 'input_data': 9, '_utils': 12, 'image': 3, 'plotting': 1}","{'fetch_atlas_smith_2009': 2, 'NiftiMasker': 3, 'check_niimg': 7, 'plot_prob_atlas': 1, 'plot_stat_map': 1, 'index_img': 1, 'CacheMixin': 1, 'fetch_adhd': 1, '_fetch_file': 1, 'MultiNiftiMasker': 11, '__init__': 1, 'transform_single_imgs': 3, 'transform_imgs': 1, '_basestring': 4, 'check_embedded_nifti_masker': 1, 'get_params': 3, 'short_repr': 1, '_get_target_dtype': 1, 'new_img_like': 1, 'filter_and_mask': 1, '_utils': 1, 'nilearn': 1, 'transform': 1, 'iter_img': 1}",10,0,True
1436,arthurmensch/deep-fmri,2018-05-22,[],,"{'datasets': 2, 'image': 3, '_utils': 1, 'input_data': 1, 'plotting': 1}","{'fetch_haxby': 2, 'datasets': 2, 'smooth_img': 3, 'image': 4, 'check_niimg': 3, 'NiftiMasker': 1, 'index_img': 1, 'mean_img': 1, 'plot_epi': 4, 'plotting': 4}",2,1,True
1437,259mit/AlphaTauSeed,2021-08-10,"[{'file': 'requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}]",0.8.0,"{'plotting': 2, 'datasets': 1}",,0,1,False
1438,WoolierBrooks/DaTScan-Analysis,2025-04-04,"[{'file': 'requirements.txt', 'version': 'nilearn==0.11.1               # Atlas cerebrais\n', 'extracted_version': '0.11.1'}]",0.11.1,"{'datasets': 2, 'image': 2}","{'fetch_atlas_harvard_oxford': 4, 'datasets': 4, 'load_img': 4, 'image': 4}",1,1,True
1439,MIPLabCH/nigsp,2025-01-07,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'setup.py', 'version': None, 'extracted_version': None}, {'file': 'setup.cfg', 'version': '0.0.0', 'extracted_version': '0.0.0'}]",0.0.0,{'plotting': 7},"{'plot_matrix': 1, 'find_parcellation_cut_coords': 3, 'plot_markers': 1, 'red_transparent_full_alpha_range': 1, 'cm': 1, 'plot_connectome': 1}",3,0,True
1440,owenfriend24/temple_old,2025-02-16,[],,"{'image': 2, 'glm': 2, 'plotting': 1, 'maskers': 1, 'masking': 1}",,1,0,False
1441,thavlik/machine-learning-portfolio,2024-03-30,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}, {'file': 'pyproject.toml', 'version': None, 'extracted_version': None}]",0.0.0,{'plotting': 6},"{'image': 15, 'nilearn': 15, 'plot_prob_atlas': 3, 'plotting': 7, 'plot_stat_map': 3, 'show': 1}",6,0,True
1442,HossamKhir/yelp-sentiment-analysis,2022-07-01,"[{'file': 'requirements.txt', 'version': 'nilearn==0.9.1\n', 'extracted_version': '0.9.1'}, {'file': 'sentanal_yelp/requirements.txt', 'version': 'nilearn==0.9.1\n', 'extracted_version': '0.9.1'}, {'file': 'sentanal_yelp/setup.py', 'version': None, 'extracted_version': None}, {'file': 'sentanal_yelp/setup.cfg', 'version': None, 'extracted_version': None}]",0.9.1,,,0,0,False
1443,zhangyu2ustc/fugw-simulator,2024-08-13,"[{'file': 'pyproject.toml', 'version': '0.0.0', 'extracted_version': '0.0.0'}]",0.0.0,"{'datasets': 1, 'surface': 2, 'plotting': 1}","{'fetch_surf_fsaverage': 1, 'datasets': 1, 'load_surf_mesh': 3, 'surface': 3, 'plot_surf_stat_map': 1, 'plotting': 1}",2,0,True
1445,zhangyu2ustc/biomarkers,2023-06-20,"[{'file': 'docs/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'pyproject.toml', 'version': '0.0.0', 'extracted_version': '0.0.0'}]",0.0.0,"{'maskers': 3, 'datasets': 2, 'masking': 4, 'connectome': 1, 'signal': 1, 'image': 1}","{'NiftiLabelsMasker': 2, 'maskers': 4, 'fetch_atlas_aal': 1, 'datasets': 2, 'apply_mask': 8, 'masking': 8, 'NiftiSpheresMasker': 2, 'unmask': 1, 'fetch_coords_power_2011': 1, 'ConnectivityMeasure': 2, 'clean': 1, 'signal': 1, 'image': 9, 'get_fdata': 2, 'affine': 2, 'header': 2, 'clean_img': 1, 'smooth_img': 1}",8,0,True
1446,SeojinYoon/Seojin_commonTool,2025-03-20,"[{'file': 'Module/EMG/pytrigno-master/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'Module/EMG/pytrigno-master/setup.py', 'version': None, 'extracted_version': None}]",,"{'image': 6, 'plotting': 7}","{'resample_to_img': 8, 'masking': 1, 'nilearn': 4, 'math_img': 4, 'crop_img': 1, 'mean_img': 3, 'plot_roi': 1, 'image': 11, 'concat_imgs': 3, 'plot_design_matrix': 2, 'decoding': 1, 'new_img_like': 1, 'plot_surf_roi': 2, 'view_img': 1}",3,5,True
1447,StepuP-consortium/check_eeg_data,2024-05-17,"[{'file': 'pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'poetry.lock', 'version': 'full = [""darkdetect"", ""defusedxml"", ""dipy"", ""edfio (>=0.2.1)"", ""eeglabio"", ""h5io"", ""h5py"", ""imageio (>=2.6.1)"", ""imageio-ffmpeg (>=0.4.1)"", ""ipyevents"", ""ipympl"", ""ipywidgets"", ""joblib"", ""jupyter"", ""mffpy (>=0.5.7)"", ""mne-qt-browser"", ""neo"", ""nibabel"", ""nilearn"", ""numba"", ""openmeeg (>=2.5.5)"", ""pandas"", ""psutil"", ""pyarrow"", ""pybv"", ""pymatreader"", ""pyobjc-framework-cocoa (>=5.2.0)"", ""pyqt6 (!=6.6.1)"", ""pyqt6-qt6 (!=6.6.1,!=6.6.2,!=6.6.3)"", ""python-picard"", ""pyvista (>=0.32,!=0.35.2,!=0.38.0,!=0.38.1,!=0.38.2,!=0.38.3,!=0.38.4,!=0.38.5,!=0.38.6,!=0.42.0)"", ""pyvistaqt (>=0.4)"", ""qdarkstyle (!=3.2.2)"", ""qtpy"", ""scikit-learn"", ""sip"", ""snirf"", ""statsmodels"", ""threadpoolctl"", ""traitlets"", ""trame"", ""trame-vtk"", ""trame-vuetify"", ""vtk"", ""xlrd""]\n', 'extracted_version': '0.0.0'}]",0.0.0,,,0,0,False
1448,StepuP-consortium/stepup_bids_converter,2025-03-27,"[{'file': 'pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'poetry.lock', 'version': 'full = [""antio (>=0.5.0)"", ""darkdetect"", ""defusedxml"", ""dipy"", ""edfio (>=0.2.1)"", ""eeglabio"", ""h5io (>=0.2.4)"", ""h5py"", ""imageio (>=2.6.1)"", ""imageio-ffmpeg (>=0.4.1)"", ""ipyevents"", ""ipympl"", ""ipython (!=8.7.0)"", ""ipywidgets"", ""joblib"", ""jupyter"", ""mffpy (>=0.5.7)"", ""mne-qt-browser"", ""neo"", ""nibabel"", ""nilearn"", ""numba"", ""openmeeg (>=2.5.5)"", ""pandas"", ""pillow"", ""pyarrow"", ""pybv"", ""pymatreader"", ""pyobjc-framework-cocoa (>=5.2.0) ; platform_system == \\""Darwin\\"""", ""pyqt6 (!=6.6.0)"", ""pyqt6-qt6 (!=6.6.0,!=6.7.0)"", ""python-picard"", ""pyvista (>=0.32,!=0.35.2,!=0.38.0,!=0.38.1,!=0.38.2,!=0.38.3,!=0.38.4,!=0.38.5,!=0.38.6,!=0.42.0)"", ""pyvistaqt (>=0.4)"", ""qdarkstyle (!=3.2.2)"", ""qtpy"", ""scikit-learn"", ""sip"", ""snirf"", ""statsmodels"", ""threadpoolctl"", ""traitlets"", ""trame"", ""trame-vtk"", ""trame-vuetify"", ""vtk (>=9.2)"", ""xlrd""]\n', 'extracted_version': '0.0.0'}]",0.0.0,,,0,0,False
1449,eeg-to-fmri/eeg-to-fmri,2024-04-23,"[{'file': 'pyproject.toml', 'version': '0.0.0', 'extracted_version': '0.0.0'}]",0.0.0,"{'masking': 2, 'signal': 1, 'image': 4, 'plotting': 2, '_utils': 1, 'input_data': 1, 'decomposition': 1}","{'compute_epi_mask': 2, 'apply_mask': 3, 'load_img': 12, 'image': 25, 'resample_img': 3, 'concat_imgs': 1, 'NiftiMasker': 3, 'compute_multi_epi_mask': 1, 'new_img_like': 4, 'mean_img': 1, 'smooth_img': 2, 'threshold_img': 1, 'unmask': 1, 'check_niimg_3d': 2, '_utils': 3, 'as_ndarray': 1, '_apply_mask_fmri': 1, 'CanICA': 1, 'index_img': 2, 'view_img': 1, 'plotting': 1}",3,0,True
1450,falihgoz/Bargrain,2025-01-18,[],,"{'image': 1, 'datasets': 2, 'maskers': 1, 'connectome': 1}","{'load_img': 2, 'image': 2, 'NiftiLabelsMasker': 2, 'ConnectivityMeasure': 3, 'fetch_atlas_harvard_oxford': 1, 'datasets': 2, 'fetch_abide_pcp': 1}",2,0,True
1451,anudeepreddylingamolla/MRI-3D-RECONSTRUCTION,2024-01-07,[],,{'plotting': 2},"{'image': 4, 'nilearn': 4, 'plot_anat': 2, 'plotting': 8, 'plot_epi': 2, 'plot_img': 2, 'plot_roi': 2}",1,1,True
1452,nih-fmrif/nhw_ipynb,2017-09-04,[],,{'plotting': 4},"{'plot_glass_brain': 4, 'plotting': 4}",2,2,True
1453,nih-fmrif/contarg,2025-01-23,"[{'file': 'pyproject.toml', 'version': '>= 0.10.0', 'extracted_version': '0.10.0'}, {'file': 'environment.yml', 'version': None, 'extracted_version': None}]",0.10.0,"{'image': 15, 'masking': 8, 'maskers': 2, 'plotting': 2, 'datasets': 1, 'connectome': 1, 'interfaces': 1}","{'resample_to_img': 1, 'image': 78, 'nilearn': 102, 'masking': 17, 'signal': 2, 'load_confounds': 2, 'maskers': 5, 'plot_surf': 2, 'plotting': 2}",15,0,True
1454,trane293/brats2017-proj,2018-07-25,"[{'file': 'requirements.txt', 'version': 'nilearn==0.4.1\n', 'extracted_version': '0.4.1'}, {'file': 'environment.yml', 'version': '  - nilearn=0.4.1=py_0\n', 'extracted_version': '0.4.1'}]",0.4.1,"{'_utils': 1, 'image': 2}","{'check_niimg': 2, 'new_img_like': 1, 'reorder_img': 1, 'resample_img': 1}",1,0,True
1455,trane293/mri-web-demo,2018-06-06,"[{'file': 'requirements.txt', 'version': 'nilearn==0.4.1\n', 'extracted_version': '0.4.1'}]",0.4.1,,,0,0,False
1456,14thibea/deep_learning_ADNI,2019-12-04,[],,{'plotting': 1},"{'plot_anat': 2, 'plotting': 2}",1,0,True
1457,ramp-kits/brain_age,2021-01-12,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}, {'file': 'environment.yml', 'version': '  - nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,,,0,0,False
1458,ramp-kits/stroke_lesions,2024-03-06,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}, {'file': 'setup.py', 'version': None, 'extracted_version': None}, {'file': 'setup.cfg', 'version': None, 'extracted_version': None}, {'file': 'environment.yml', 'version': '  - nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,"{'image': 1, 'plotting': 1}","{'plot_roi': 1, 'plotting': 1}",0,1,True
1459,ramp-kits/brain_anatomy_schizophrenia,2024-03-01,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}, {'file': 'environment.yml', 'version': '  - nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,,,0,0,False
1460,ramp-kits/brain_age_deep,2021-12-10,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}, {'file': 'environment.yml', 'version': '  - nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,,,0,0,False
1461,ramp-kits/autism,2022-03-16,"[{'file': 'requirements.txt', 'version': 'nilearn<0.8\n', 'extracted_version': '0.8'}, {'file': 'environment.yml', 'version': '  - nilearn<0.8\n', 'extracted_version': '0.8'}]",0.8,"{'image': 1, '_utils': 1, 'input_data': 1, 'datasets': 1, 'connectome': 5}","{'check_niimg': 1, 'NiftiLabelsMasker': 2, 'index_img': 1, 'image': 1, 'NiftiMapsMasker': 1, 'NiftiSpheresMasker': 1, 'fetch_atlas_basc_multiscale_2015': 4, 'fetch_atlas_msdl': 1, 'fetch_atlas_harvard_oxford': 1, 'fetch_atlas_craddock_2012': 1, 'fetch_coords_power_2011': 1, 'ConnectivityMeasure': 5}",3,1,True
1462,viscog-cmu/blauch_imaging_neuro_2025,2025-02-18,"[{'file': 'func/requirements.txt', 'version': 'nilearn==0.8.1\n', 'extracted_version': '0.8.1'}]",0.8.1,"{'decoding': 1, 'image': 2, 'surface': 3}","{'new_img_like': 3, 'load_surf_data': 6}",4,0,True
1463,dharmatarha/pub_pagb,2025-02-03,[],,"{'image': 6, 'masking': 2, 'plotting': 1, 'maskers': 1, 'input_data': 2}","{'index_img': 4, 'image': 19, 'resample_to_img': 1, 'math_img': 3, 'NiftiLabelsMasker': 2, 'input_data': 2, 'load_img': 5, 'resample_img': 2, 'smooth_img': 1, 'apply_mask': 2, 'masking': 2, 'new_img_like': 2, 'clean_img': 1}",6,0,True
1465,dharmatarha/hypercodes,2024-05-11,[],,"{'image': 19, 'input_data': 20, 'plotting': 9, 'datasets': 14, 'surface': 7}","{'load_img': 38, 'image': 45, 'NiftiMasker': 22, 'plot_roi': 4, 'plotting': 26, 'load_mni152_brain_mask': 6, 'datasets': 15, 'resample_img': 7, 'input_data': 21, 'fetch_atlas_harvard_oxford': 2, 'NiftiLabelsMasker': 2, 'fetch_surf_fsaverage5': 1, 'vol_to_surf': 13, 'surface': 13, 'plot_surf_stat_map': 1, 'plot_stat_map': 9, 'view_surf': 12, 'fetch_surf_fsaverage': 6}",11,10,True
1466,BTajini/augfmri,2021-10-28,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}, {'file': 'setup.py', 'version': ""    install_requires=['numpy>=1.12', 'scikit-learn>=0.23', 'nilearn', 'joblib']\n"", 'extracted_version': '0.0.0'}]",0.0.0,"{'datasets': 3, 'input_data': 2, '_utils': 1}","{'fetch_neurovault_ids': 1, 'NiftiMasker': 2, 'check_niimg': 1, '_get_dataset_dir': 1, '_fetch_files': 2}",2,0,True
1467,qiuhanspace/Dynamic-Decoding-Pipeline,2024-08-08,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,"{'image': 4, 'plotting': 1, 'glm': 2, '_utils': 1}","{'load_img': 2, 'image': 14, 'new_img_like': 4, 'get_data': 4, 'high_variance_confounds': 1, 'check_niimg': 1, 'make_first_level_design_matrix': 2, 'FirstLevelModel': 1, 'plot_design_matrix': 1, 'plotting': 4, 'plot_contrast_matrix': 1, 'compute_fixed_effects': 1, 'concat_imgs': 1, 'mean_img': 1, 'math_img': 1, 'plot_stat_map': 2}",4,0,True
1468,willtack/motor-fmri,2023-07-20,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,{'plotting': 1},,1,0,False
1469,stevecassidy/age-classifier,2020-06-09,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'setup.py', 'version': None, 'extracted_version': None}, {'file': 'environment.yml', 'version': '  - nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,,,0,0,False
1470,Brainhack-Donostia/ica-aroma-org,2020-11-07,"[{'file': 'pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'setup.py', 'version': None, 'extracted_version': None}, {'file': 'setup.cfg', 'version': '0.0.0', 'extracted_version': '0.0.0'}]",0.0.0,"{'image': 2, 'masking': 2, 'datasets': 2}","{'index_img': 2, 'image': 5, 'concat_imgs': 1, 'math_img': 2, 'apply_mask': 4, 'masking': 6, 'unmask': 2, 'fetch_development_fmri': 2}",3,1,True
1472,svennikue/multiple_clocks_repo,2025-04-04,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.2\n', 'extracted_version': '0.10.2'}, {'file': 'setup.py', 'version': None, 'extracted_version': None}, {'file': 'environment.yml', 'version': '      - nilearn==0.10.2\n', 'extracted_version': '0.10.2'}]",0.10.2,"{'datasets': 3, 'surface': 2, 'plotting': 11, 'image': 26, 'input_data': 1, 'decoding': 1, 'masking': 3, 'glm': 3, 'maskers': 1}","{'fetch_surf_fsaverage': 2, 'datasets': 3, 'vol_to_surf': 2, 'surface': 4, 'load_surf_mesh': 2, 'plot_surf_stat_map': 2, 'plotting': 5, 'show': 2, 'load_img': 32, 'NiftiMasker': 1, 'fetch_haxby': 1, 'index_img': 1, 'search_light': 1, '_apply_mask_and_get_affinity': 1, 'new_img_like': 1, 'plot_stat_map': 1}",18,1,True
1474,Intempus-Inc/learnedSpectrum,2024-12-30,"[{'file': 'learnedSpectrum/requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}, {'file': 'setup.py', 'version': None, 'extracted_version': None}]",0.0.0,,,0,0,False
1475,brainhack-vandy/NeuroPreprocessing,2024-01-20,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}, {'file': 'setup.py', 'version': ""        'nilearn',\n"", 'extracted_version': '0.0.0'}]",0.0.0,"{'image': 4, 'datasets': 3, 'connectome': 3}","{'load_img': 4, 'fetch_atlas_schaefer_2018': 3, 'ConnectivityMeasure': 3}",4,0,True
1476,Dhananjhay/hipputils,2025-02-20,"[{'file': 'setup.py', 'version': '        ""nilearn"",\n', 'extracted_version': '0.0.0'}]",0.0.0,{'plotting': 1},"{'plot_roi': 3, 'plotting': 5, 'plot_anat': 1, 'plot': 1}",1,0,True
1477,Kaushal22106045/Autism-Detection,2024-10-14,[],,"{'input_data': 3, 'NiftiMasker': 1, 'glm': 1, 'image': 2, 'datasets': 2, 'plotting': 1, 'connectome': 1}","{'glover_hrf': 1, 'fetch_icbm152_brain_gm_mask': 1, 'datasets': 3, 'load_img': 1, 'image': 2, 'NiftiMasker': 1, 'fetch_development_fmri': 1, 'mean_img': 1, 'view_img': 1, 'plotting': 3, 'fetch_atlas_msdl': 1, 'plot_prob_atlas': 1, 'NiftiMapsMasker': 1, 'input_data': 1, 'ConnectivityMeasure': 1, 'plot_matrix': 1}",0,2,True
1478,LinlyBoi/pdf-reader-demo,2024-11-05,"[{'file': 'pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'poetry.lock', 'version': 'all = [""GitPython"", ""black"", ""codecov"", ""coverage (<5)"", ""datalad"", ""dipy"", ""duecredit"", ""fuzzywuzzy"", ""ipython"", ""matplotlib"", ""nbsphinx"", ""nilearn"", ""nipy"", ""nitime"", ""paramiko"", ""psutil (>=5.0)"", ""pybids (>=0.7.0)"", ""pytest"", ""pytest-cov"", ""pytest-doctestplus"", ""pytest-env"", ""pytest-timeout"", ""sphinx"", ""sphinx (>=2.1.2)"", ""sphinx-argparse"", ""sphinxcontrib-apidoc"", ""xvfbwrapper""]\n', 'extracted_version': '0.0.0'}]",0.0.0,,,0,0,False
1479,francescogiardini/Strip_Analysis,2019-11-01,[],,,,0,0,False
1480,felihong/wavelet-PET-denoising,2022-09-26,"[{'file': 'requirements.txt', 'version': 'nilearn==0.7.1\n', 'extracted_version': '0.7.1'}]",0.7.1,,,0,0,False
1481,guiomar/app-psd,2022-05-23,"[{'file': 'environment.yml', 'version': '- nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,,,0,0,False
1482,guiomar/app-fif2mne,2024-03-08,"[{'file': 'environment.yml', 'version': '- nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,,,0,0,False
1483,guiomar/app-mne-1,2021-05-28,"[{'file': 'environment.yml', 'version': '- nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,,,0,0,False
1484,guiomar/app-interpolate,2023-06-05,"[{'file': 'environment.yml', 'version': '- nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,,,0,0,False
1485,LarryUESTC/GATE,2022-11-15,"[{'file': 'requirements.txt', 'version': 'nilearn==0.8.1\n', 'extracted_version': '0.8.1'}]",0.8.1,{'connectome': 6},"{'ConnectivityMeasure': 3, 'connectome': 3}",4,0,True
1486,EdwardJamesYoung/GenerativeNetworkModels,2025-04-06,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'docs/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'setup.py', 'version': None, 'extracted_version': None}]",,,,0,0,False
1487,anubratabhowmick/Linear_Stress_Resilience_Biomarkers,2021-10-28,[],,{'plotting': 3},"{'plot_roi': 3, 'plotting': 5, 'show': 2}",3,0,True
1488,madhu102938/fyp_sem8,2025-03-07,[],,"{'image': 2, 'plotting': 2, 'datasets': 3, 'maskers': 2, 'connectome': 2, 'input_data': 2}","{'fetch_atlas_aal': 6, 'datasets': 6, 'NiftiLabelsMasker': 4, 'maskers': 2, 'ConnectivityMeasure': 2, 'load_img': 5, 'image': 5}",0,2,True
1489,CoAxLab/cofluctuating-task-connectivity,2024-05-15,"[{'file': 'requirements.txt', 'version': 'nilearn==0.7.0\n', 'extracted_version': '0.7.0'}]",0.7.0,"{'glm': 15, 'image': 23, 'input_data': 5, 'plotting': 8, 'masking': 1, 'datasets': 1}","{'first_level': 4, 'glm': 4, 'load_img': 35, 'image': 28, 'new_img_like': 12, 'FirstLevelModel': 5, 'make_first_level_design_matrix': 4, 'SecondLevelModel': 5, 'NiftiLabelsMasker': 5, 'compute_regressor': 5, 'NiftiSpheresMasker': 1, 'NiftiMasker': 1, '_cmap_d': 2, 'plot_img': 1, 'load_mni152_template': 1, 'concat_imgs': 2, 'plot_glass_brain': 3, 'plotting': 4, 'index_img': 4, 'plot_roi': 1, 'find_parcellation_cut_coords': 1, 'plot_connectome': 2, 'input_data': 2}",10,10,True
1490,CoAxLab/fmri_decoding,2019-10-24,[],,"{'input_data': 3, 'datasets': 1, 'image': 1, 'plotting': 1}","{'NiftiMasker': 3, 'fetch_neurovault': 1, 'resample_to_img': 1, 'plot_glass_brain': 2, 'plot_stat_map': 2}",6,0,True
1491,neuroneural/DICE,2022-11-13,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'setup.py', 'version': None, 'extracted_version': None}]",,"{'datasets': 2, 'plotting': 2, 'image': 2}",,2,0,False
1492,dominikglandorf/grammarctg,2025-02-06,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.1\n', 'extracted_version': '0.10.1'}]",0.10.1,,,0,0,False
1494,shuhei-hara/model-based,2024-04-16,[],,,,0,0,False
1495,wojemann/stim-seizures,2025-03-20,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.1\n', 'extracted_version': '0.10.1'}]",0.10.1,,,0,0,False
1496,Isik-lab/SIfMRI_modeling,2024-09-30,"[{'file': 'setup.py', 'version': None, 'extracted_version': None}, {'file': 'environment.yml', 'version': '  - nilearn=0.10.3=pyhd8ed1ab_0\n', 'extracted_version': '0.10.3'}]",0.10.3,"{'plotting': 1, 'surface': 1}","{'load_surf_data': 1, 'surface': 1, 'plot_surf_roi': 1, 'plotting': 1}",0,1,True
1497,Isik-lab/SIfMRI_analysis,2024-01-09,"[{'file': 'setup.py', 'version': None, 'extracted_version': None}, {'file': 'environment.yml', 'version': '  - nilearn=0.9.1=pyhd8ed1ab_0\n', 'extracted_version': '0.9.1'}]",0.9.1,"{'image': 2, 'plotting': 6, 'surface': 5}","{'vol_to_surf': 1, 'surface': 6, 'plot_surf_stat_map': 1, 'plot_surf_contours': 2, 'plot_surf_roi': 8, 'load_surf_data': 5, 'plotting': 7, 'new_img_like': 1, 'image': 1}",5,0,True
1498,VU-Cog-Sci/hires_ODC_7T,2017-12-06,[],,"{'masking': 1, 'input_data': 2, 'plotting': 2, 'image': 2}","{'compute_epi_mask': 1, 'NiftiMasker': 2, 'plot_roi': 1, 'plotting': 7, 'plot_stat_map': 3, 'plot_anat': 3, 'index_img': 3, 'math_img': 2, 'concat_imgs': 2}",1,4,True
1499,VU-Cog-Sci/prfpy,2025-03-03,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}, {'file': 'setup.py', 'version': None, 'extracted_version': None}]",0.0.0,{'glm': 1},"{'spm_hrf': 2, 'spm_time_derivative': 2, 'spm_dispersion_derivative': 2}",1,0,True
1500,NCBI-Hackathons/clint,2018-04-18,[],,"{'image': 2, 'plotting': 2}","{'new_img_like': 5, 'image': 9, 'plot_stat_map': 6, 'plotting': 6, 'load_img': 4}",1,1,True
1501,HwangLabNeuroCogDynamics/IntegrativeHubs,2025-04-04,[],,"{'maskers': 4, 'plotting': 4, 'datasets': 1, 'surface': 1}","{'image': 2, 'nilearn': 5, 'masking': 3, 'NiftiLabelsMasker': 1, 'plot_stat_map': 1, 'plot_glass_brain': 4, 'plotting': 4}",6,0,True
